Name,Team,Name,Season,PA,wOBA,OPS,GB%,LD%,Hard%,BB%,K%,NameASCII,PlayerId,MLBAMID
Will Smith,LAD,Will Smith,2019,1439,0.364320264,0.854757965,0.332313965,0.206931702,0.37308869,0.105628908,0.182070882,Will Smith,19197,669257
William Contreras,- - -,William Contreras,2020,850,0.323588962,0.741532507,0.530054644,0.158469945,0.34363636,0.094117647,0.251764705,William Contreras,20503,661388
Willians Astudillo,- - -,Willians Astudillo,2018,402,0.298641456,0.698108672,0.393530997,0.212938005,0.26684636,0.017412935,0.039800995,Willians Astudillo,15608,553902
Willson Contreras,- - -,Willson Contreras,2018,1998,0.33939362,0.778752516,0.524038461,0.169070512,0.3669579,0.094094094,0.237737737,Willson Contreras,11609,575929
Willy Adames,- - -,Willy Adames,2018,2083,0.333984973,0.777962362,0.408301886,0.211320754,0.35864662,0.089294287,0.26644263,Willy Adames,15986,642715
Wilmer Flores,- - -,Wilmer Flores,2018,1557,0.33357651,0.771768216,0.363636363,0.209341117,0.31442869,0.086705202,0.130378933,Wilmer Flores,5827,527038
Wilson Ramos,- - -,Wilson Ramos,2018,932,0.316227111,0.737879645,0.610872675,0.17453505,0.34763948,0.068669527,0.172746781,Wilson Ramos,1433,467092
Xander Bogaerts,- - -,Xander Bogaerts,2018,2485,0.364599842,0.855435781,0.446111111,0.194444444,0.33592449,0.088531187,0.175050301,Xander Bogaerts,12161,593428
Yadier Molina,STL,Yadier Molina,2018,1470,0.282114297,0.652116613,0.417021276,0.221276595,0.3559898,0.040136054,0.146258503,Yadier Molina,7007,425877
Yainer Diaz,HOU,Yainer Diaz,2022,281,0.384418218,0.924116747,0.442922374,0.191780821,0.36073059,0.02846975,0.174377224,Yainer Diaz,23003,673237
Yairo Muñoz,- - -,Yairo Muñoz,2018,433,0.302136112,0.705046217,0.55625,0.20625,0.35514019,0.043879907,0.203233256,Yairo Munoz,16313,622168
Yan Gomes,- - -,Yan Gomes,2018,1408,0.288396416,0.669156845,0.393292682,0.224593495,0.31300813,0.053267045,0.229403409,Yan Gomes,9627,543228
Yandy Díaz,- - -,Yandy Díaz,2018,1591,0.350449872,0.796441014,0.532693984,0.184829991,0.36704446,0.120678818,0.147077309,Yandy Diaz,16578,650490
Yasiel Puig,- - -,Yasiel Puig,2018,748,0.352106965,0.836537335,0.392857142,0.214285714,0.40601504,0.072192513,0.208556149,Yasiel Puig,14225,624577
Yonathan Daza,COL,Yonathan Daza,2019,608,0.294701287,0.661945031,0.537246049,0.214446952,0.22566372,0.06743421,0.177631578,Yonathan Daza,15794,602074
Yu Chang,- - -,Yu Chang,2019,364,0.28217057,0.652340185,0.427947598,0.170305676,0.33189655,0.063186813,0.285714285,Yu Chang,14773,644374
Yuli Gurriel,- - -,Yuli Gurriel,2018,2026,0.314821516,0.733375887,0.437423312,0.193251533,0.32699387,0.056762092,0.127838104,Yuli Gurriel,19198,493329
Zach Neto,LAA,Zach Neto,2023,262,0.291889153,0.659203731,0.374269005,0.222222222,0.28488372,0.06870229,0.236641221,Zach Neto,31347,687263
Zack Short,DET,Zack Short,2021,259,0.242645595,0.547297297,0.306122448,0.142857142,0.28104575,0.104247104,0.305019305,Zack Short,19562,670097
